ángelait	ángelaite
überraschend	freakishly
überrascht	amazed
überreagiert	overreacted
überreaktiv	hyperresponsive
überredbar	persuasible
überredend	coaxing
überredet	persuaded
überregional	national
überreich	bountiful
überreichlich	abundant
überreich	overabundant
überreicht	presented
überreif	overripe
überreizend	overbidding
überreizt	frenzied
überrepräsentiert	overrepresented
überrollend	overrunning
überrollt	overrun
überrundend	outstripping
überrundet	lapped
übersät	littered
übersättigend	cloyingly
übersättigt	cloyed
übersüß	oversweet
übersatt	surfeited
überschätzend	overestimating
überschätzt	exaggerated
überschäumend	ebullient
überschüssig	abundant
überschüttend	whelming
überschüttet	whelmed
überschallschnell	supersonic
überschattend	overshadowing
überschattet	overshadowed
überschaubar	assessable
überschauend	overlooking
überschaut	overlooked
überschießend	exaggerated
überschlägig	approximate
überschlagen	lukewarm
überschlagig	approximately
überschlau	smart
überschneidend	overlapping
überschnell	overhasty
überschnitten	overlapped
überschreibbar	rewritable
überschreibend	overwriting
überschreibt	overwrites
überschreitbar	exceedable
überschreitend	exceeding
überschreitet	outruns
überschrieben	captioned
überschrien	outscreamed
überschritten	exceeded
überschuldet	insolvent
überschwänglich	abundant
überschwemmend	deluging
überschwemmt	awash
überschwenglich	bombastic
überseeisch	oversea
übersegmentiert	hypersegmented
übersehbar	assessable
übersehend	overlooking
übersehen	overlooked
übersendbar	transmissible
übersensibel	oversensitive
übersetzbar	translatable
übersetzend	translating
übersetzt	compiled
übersext	oversexed
übersichtlicher	clearer
übersichtlich	lucid
übersiedelt	moved
übersinnlich	extrasensory
überspannend	overarching
überspannter	gushier
überspannteste	gushiest
überspannt	exaggerated
überspielend	outplaying
überspielt	outplays
überspitzt	exaggerated
überspringbar	surmountable
überspringend	overjumping
überspringt	overjumps
übersprudelnd	brimming
übersprungen	bypassed
überstöchiometrisch	hyperstoichiometric
überstürzt	headlong
überstaatlich	supranational
überstanden	overcome
überstehend	overcoming
übersteigend	exceeding
übersteigert	exaggerated
übersteuert	distorted
überstiegen	exaggerated
überstimmend	outvoting
überstimmt	outvoted
überströmend	overflowing
überströmt	overflowed
überstrahlend	blooming
überstrapaziert	overworked
übertägig	opencast
übertölpelnd	duping
übertölpelt	duped
übertönend	drowning
übertönt	drowned
übertüncht	whitewashed
übertaktet	overclocked
überteuert	excessive
übertragbar	assignable
übertragen	assigned
übertragend	assigning
übertragen	worn
übertrainierend	overtraining
übertrainiert	overtrained
übertreffbar	surpassable
übertreffend	excelling
übertreibend	exaggerating
übertreibt	overdoes
übertretend	transgressing
übertreten	transgressed
übertrieben	exaggerated
übertrifft	outdoes
übertroffen	exceeded
übertrumpfend	overtrumping
übertrumpft	overtrumped
übervölkernd	overpopulating
übervölkert	congested
überverkauft	oversold
übervernünftig	suprarational
überverwaltet	overgoverned
übervoll	brimful
übervorsichtig	overcautious
übervorteilend	outsmarting
übervorteilt	cheated
überwältigend	dazzling
überwältigt	overcome
überwärmt	hyperthermic
überwölbend	vaulting
überwölbt	vaulted
überwachend	administrative
überwachsen	overgrown
überwacht	controlled
überwechtet	corniced
überweidet	overgrazed
überweisend	remitting
überweit	outsize
überweltlich	supramundane
überwendlich	overcast
überwiegend	dominant
überwiesen	referred
überwindbar	conquerable
überwindend	bettering
überwindlich	conquerable
überwinternd	hibernating
überwintert	wintered
überwirklich	surreal
überwogen	predominated
überwuchernd	overgrowing
überwuchert	overgrown
überwunden	overcome
überzählig	excess
überzüchtet	overbred
überzahlend	overpaying
überzahlt	overpaid
überzeichnend	oversubscribing
überzeichnet	exaggerated
überzeitlich	supratemporal
überzeugbar	convincible
überzeugend	cogent
überzeugt	confident
überzeugungskräftig	persuasive
überziehend	overdrawing
überzogen	excessive
überzuckernd	sugaring
überzuckert	candied
überzwerch	athwart
über	re
üblich	accepted
üblicherweise	commonly
üblich	general
übrigbleibend	residual
übrigens	apropos
übriggeblieben	extant
übriggelassen	left
übrig	left
üppig	abundant
üppiger	lusher
üppig	exuberant
üppigste	lushest
üppig	sumptuously
čechit	cechite
œuvre	oeuvre
şirvan	shirvan
šreinit	sreinite
ṛgvedisch	ṛgvedic
1a	a1
3sat	3sat
21	21
45er	single
78er	shellac
175er	faggot
1408	1408
2000er	2000s
aßling	zährte
aëdon	aëdon
aërope	aërope
aachener	aachen
aach	eight
aak	aak
aalähnlich	anguilloid
aalartige	eels
aalbüschelwels	barbel
aalbutt	plaice
aalenium	aalenian
aalen	aalenian
aale	eels
aalfänger	eeler
aalförmig	anguilliform
aalfang	eeling
aalglatt	slick
aallarven	leptocephali
aallarve	leptocephalus
aalmolch	amphiuma
aalmuttern	eelpouts
aalmutter	eelpout
aalquappe	eelpout
aalraubwels	mudfish
aalraupe	burbot
aalrutte	burbot
aalstelle	eelery
aalstrich	trace
aaltierchen	eelworm
aalverwandte	anguilloidei
aal	eel
aargau	aargau
aarmassiv	aarmassif
aaroniden	aaronides
aaroniten	aaronites
aaronitisch	aaronic
aaron	aaron
aar	eagle
aasfauna	scavengers
aasfleisch	carrion
aasfliege	fleshfly
aasfressend	necrophagic
aasfresser	scavenger
aasgeier	aasvogel
aashaft	cadaverous
aasig	horrible
aasjäger	pothunter
aaskopf	bucranium
aas	carrion
aa	poop
abälard	abelard
abänderbar	alterable
abänderlichkeit	alterability
abänderlich	alterable
abändernd	altering
abänderungen	amendments
abänderungsanträge	amendments
abänderungsantrag	amendment
abänderungsfähig	amendable
abänderung	alteration
abätzen	etching
abacá	abacá
abacavir	abacavir
abachi	obeche
abaddon	abaddon
abaelard	abelard
abaja	abaya
abaka	abaca
abaki	abaci
abakteriell	abacterial
abaktion	abaction
abaktor	abactor
abakusse	abaci
abakus	abacus
abalienation	abalienation
abalonen	abalones
abalone	abalone
abampere	abampere
abandonist	abandoner
abandonnierung	abandonment
abandonware	abandonware
abandon	assignment
abapikal	abapical
abarat	abarat
abarbeiten	machining
abarbeitung	execution
abarelix	abarelix
abarognosis	abarognosis
abarognotisch	abarognotic
abarten	varieties
abartig	abnormal
abartigkeit	abnormality
abartig	kinky
abart	modification
abasie	abasia
abasinisch	abaza
abas	abas
abatisch	abasic
abatis	giblets
abatjour	lampshade
abaton	abaton
abats	abats
ab	away
abaxial	abaxial
abaya	abaya
aba	aba
abbé	abbé
abbasiden	abbasids
abbasidisch	abbasid
abbatiat	abbacy
abbaubar	decomposable
abbaubarkeit	decomposability
abbaubar	extractable
abbauend	degrading
abbaufähig	exploitable
abbaukammer	stope
abbaukante	rib
abbaumatte	flooring
abbauprodukt	metabolite
abbaurahmen	chock
abbauscheibe	slice
abbaustelle	pit
abbaustoß	breast
abbaustoffwechsel	catabolism
abbaustrecke	entry
abbauunwürdig	unexploitable
abbauwürdig	exploitable
abbauwürdigkeit	workability
abbauwürdig	minable
abbau	atrophy
abba	abba
abbedungen	waived
abbeeren	destemming
abbeermaschine	destemmer
abbeizen	pickling
abberufbar	recallable
abberufend	recalling
abberufen	recalled
abberufungen	recalls
abberufung	amotion
abbestellbar	cancelable
abbestellend	countermanding
abbestellt	countermanded
abbestellungen	countermands
abbestellung	cancelation
abbettelnd	wheedling
abbeugung	refraction
abbiegebock	former
abbiegend	deflective
abbiegung	turning
abbildend	imaging
abbilden	imaging
abbilder	images
abbildhaft	representational
abbildlichkeit	representationality
abbildungen	images
abbildungsfehler	aberration
abbildungsverhältnis	magnification
abbildung	figure
abbild	copy
abbindend	undoing
abbinden	ligation
abbindungsschnur	ligature
abbindung	thermosetting
abbitte	atonement
abblätternd	flaking
abblättern	chipping
abblätterung	chipping
abblühen	fading
abblasend	canceling
abblasen	bleeding
abblendbar	dimmable
abblenden	blinding
abblendung	dimming
abblitzend	rebuffing
abbozzo	abbozzo
abbröckelnd	crumbling
abbrüche	abortions
abbrand	burnup
abbrechen	cancel
abbrechend	aborting
abbrechen	truncation
abbrecher	dropout
abbrechklingenmesser	cutter
abbrechung	abruption
abbremsend	slowing
abbremsen	braking
abbremsung	deceleration
abbreviativ	abbreviative
abbreviatur	abbreviation
abbringend	dissuading
abbrucharbeiter	wrecker
abbruchkante	escarpment
abbruchreif	condemned
abbruch	abandonment
abbuchung	debiting
abchasen	abkhazians
abchasien	abkhazia
abchasier	abkhazian
abchasin	abkhazian
abchasisch	abkhazian
abc	abc
abdämmen	damming
abdämmung	damming
abdachung	declivity
abdampfen	vaporization
abdampfung	evaporation
abdankend	abdicating
abdanken	abdication
abdanker	abdicator
abdankungen	resignations
abdankung	resignation
abdeckbar	coverable
abdeckend	enveloping
abdecken	covering
abdeckerei	boneyard
abdecker	knacker
abdeckgitter	grating
abdeckhaube	bonnet
abdeckplane	tarpaulin
abdeckplatte	copestone
abdeckrosette	collar
abdeckrost	grating
abdecktuch	dustsheet
abdeckung	barrier
abderos	abderus
abdichtend	caulking
abdichterin	caulker
abdichter	caulker
abdichtungen	sealings
abdichtungsreserve	overtravel
abdichtung	jointing
abdikation	abdication
abdingbar	alienable
abdomen	abdomen
abdominal	abdominal
abdominalgie	abdominalgia
abdominalschmerzen	abdominalgia
abdominell	abdominal
abdominoinguinal	abdominoinguinal
abdominokardial	abdominocardiac
abdominopelvin	abdominopelvic
abdominoperineal	abdominoperineal
abdominoplastik	abdominoplasty
abdominoschisis	abdominoschisis
abdominothorakal	abdominothoracic
abdominovaginal	abdominovaginal
abdominovesikal	abdominovesical
abdominozentese	abdominocentesis
abdrücke	imprints
abdrückmutter	jacknut
abdrückschraube	jackscrew
abdrehen	turning
abdrehschlinge	scrapper
abdrift	driftage
abdrosselnd	throttling
abdrucke	printouts
abdruck	copy
abduktion	abduction
abduktiv	abductive
abduktivismus	abductivism
abduktor	abductor
abdunkelungsvorrichtung	dimmer
abdunklung	dimming
abduzens	abducens
abduzierend	abducent
abebbend	fading
abeceschütze	abecedarian
abece	abc
abee	privy
abelien	abelias
abelisaurus	abelisaurus
abeliten	abelites
abelmoschus	abelmoschus
abelsch	abelian
abelsonit	abelsonite
abel	abel
abembryonal	abembryonic
abendaktiv	vespertine
abendanzug	ménage
abendbrot	supper
abenddämmerungen	dusks
abenddämmerung	dusk
abendessen	dinner
abende	evenings
abendgesellschaften	soirees
abendgesellschaft	soirée
abendglocken	curfews
abendglocke	curfew
abendkleid	formal
abendländer	westerner
abendländisch	occidental
abendläuten	curfew
abendland	occident
abendlich	evening
abendlicht	gloaming
abendlich	vespertine
abendmahlkelch	chalice
abendmahlsbesucherin	communicant
abendmahlsbesucher	communicant
abendmahlsbrot	host
abendmahlsgänger	communicant
abendmahlsgast	communicant
abendmahlsgemeinschaft	intercommunion
abendmahlskelch	chalice
abendmahlsteilnehmer	communicant
abendmahlswein	chalice
abendmahl	eucharist
abendmesse	vespers
abendmohn	hesperomecon
abendmusik	serenade
abendpräferenz	eveningness
abendröte	afterglow
abendrot	afterglow
abendschule	nightschool
abends	evenings
abendständchen	serenade
abendstern	evenstar
abendtrunk	sundowner
abendveranstaltung	soiree
abendzeit	evening
abend	evening
abenteuerfahrt	adventure
abenteuerinnen	adventuresses
abenteuerin	adventurer
abenteuerlich	adventuresome
abenteuerlichkeit	adventuresomeness
abenteuerlich	quixotic
abenteuerlustig	adventuresomely
abenteuerlustiger	thrillseeker
abenteuerlustige	thrillseeker
abenteuerreich	adventurous
abenteuer	adventure
abenteurerin	adventurer
abenteurertum	adventurism
abenteurer	adventurer
aber	but
aberdeener	aberdonian
aberdeenerin	aberdonian
aberdeener	aberdonian
abergläubig	superstitious
abergläubisch	superstitious
aberglauben	superstition
aberglaube	superstition
aber	however
aberkannt	denied
aberkennend	denying
aberkennung	annulment
abermalig	renewed
abermals	again
abermillionen	squillion
abernathyit	abernathyite
aberntend	harvesting
aberrant	aberrant
aberration	aberration
aberraute	sitherwood
aberrierend	aberrant
aberrometer	aberrometer
aberrometrie	aberrometry
aber	though
aberwitzig	cracked
aberwitz	absurdity
abessinien	abyssinia
abessinierin	abyssinian
abessinierkatze	abyssinian
abessiniertee	khat
abessinier	abyssinian
abessinisch	abyssinian
abetalipoproteinämie	abetalipoproteinaemia
ab	ex
abfälle	cuttings
abfällig	deprecatory
abfälliger	snider
abfälligkeit	snideness
abfällig	snarky
abfälligste	snidest
abfänger	interceptor
abfärbend	fading
abfühlen	sensing
abfühlstift	pecker
abführend	aperient
abführmittel	aperient
abführung	outlet
abfüllend	filling
abfüllen	bottling
abfüllerfirma	bottler
abfüllerfirmen	bottlers
abfüller	bottler
abfüllung	bottling
abfackeln	flaring
abfahrbar	retractable
abfahrend	departing
abfahren	shutdown
abfahrer	skier
abfahrten	departures
abfahrtslauf	descent
abfahrt	departure
abfallbehälter	dustbin
abfalleimer	dustbin
abfallend	apostatising
abfallerz	tailings
abfallgrube	cesspit
abfallholz	scrap
abfallkübel	trashcan
abfallkasten	chadbox
abfallkorb	wastebasket
abfallorium	chumporium
abfallpapier	wastepaper
abfallprodukt	residue
abfalltonne	dustbin
abfallveredelung	upcycling
abfallverwertung	recycling
abfall	apostasy
abfangeisen	tether
abfangend	intercepting
abfangen	interception
abfangjäger	interceptor
abfangscheibe	guard
abfassend	composing
abfassung	composition
abfasung	beveling
abfehmer	skimmer
abferkeln	farrowing
abfertigend	dispatching
abfertigungen	dispatches
abfertigung	dispatch
abfindungen	gratuities
abfindungsbetrag	indemnity
abfindung	commutation
abflämmen	scorching
abflüge	takeoffs
abflachend	flattening
abflachungen	flattenings
abflachung	flattening
abflauend	waning
abflauen	abatement
abfließen	drain
abfliegend	outbound
abflußgraben	gutter
abflußrinne	gutter
abflußrohr	drainpipe
abfluß	drain
abflug	departure
abflussöffnung	outlet
abflussgraben	gutter
abflussgrube	soakaway
abflusshahn	tap
abflusskanal	spillway
abflussloch	plughole
abflusslos	drainless
abflussmöglichkeit	outlet
abflussmengen	streamflow
abflussrinne	outlet
abflussrohr	drain
abflussstelle	outlet
abfluss	discharge
abfolgen	sequences
abfolge	array
abfordernd	demanding
abformung	casting
abforstend	deforesting
abforstungen	deforestations
abforstung	deforestation
abfotografiert	photographed
abfrageeinrichtung	interrogator
abfragekriterium	qualifier
abfragend	questioning
abfragen	scanning
abfrage	checkback
ab	from
abfuhr	discharge
abgänge	leavings
abgängig	missing
abgötterei	idolatrousness
abgötter	idols
abgöttisch	idolatrous
abgüsse	castings
abgabenpflichtig	assessable
abgaben	royalties
abgabepflichtig	dutiable
abgabeschluss	deadline
abgabetermin	deadline
abgabe	contribution
abgangszeugnis	diploma
abgang	aftertaste
abgase	fumes
abgasglocke	shroud
abgaskanal	flue
abgas	exhaust
abgeändert	altered
abgearbeitet	processed
